,cat,dataset,path
980,R,anpr,/home/gopik/github/cnn/data/anpr_chars/R-0-CROPPED_2014-09-19.141339.IMAGE.141339.image.jpg
981,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-1-CROPPED_2014-10-23.143156.IMG-20141023-WA0046.143156.IMG-20141023-WA0046.jpg
982,4,anpr,/home/gopik/github/cnn/data/anpr_chars/4-1-CROPPED_2014-10-22.105744.IMAGE.105744.image.jpg
983,L,anpr,/home/gopik/github/cnn/data/anpr_chars/L-0-CROPPED_2014-09-23.131913.IMAGE.131913.image.jpg
984,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-0-CROPPED_2014-10-19.212714.IMAGE.212714.image.jpg
985,O,anpr,/home/gopik/github/cnn/data/anpr_chars/O-0-CROPPED_-2014-11-30.151029.-IMAGE.151029.-image.jpg
986,Z,anpr,/home/gopik/github/cnn/data/anpr_chars/Z-1-CROPPED_2014-10-01.161748.IMAGE.161748.image.jpg
987,C,anpr,/home/gopik/github/cnn/data/anpr_chars/C-2-CROPPED_2014-10-23.133755.IMAGE.133755.image.jpg
988,1,anpr,/home/gopik/github/cnn/data/anpr_chars/1-1-CROPPED_2014-09-26.105435.IMAGE.105435.image.jpg
989,S,anpr,/home/gopik/github/cnn/data/anpr_chars/S-1-CROPPED_2014-09-25.163206.IMAGE.163206.image.jpg
990,S,anpr,/home/gopik/github/cnn/data/anpr_chars/S-0-CROPPED_2014-10-18.163525.IMAGE.163525.image.jpg
991,V,anpr,/home/gopik/github/cnn/data/anpr_chars/V-0-CROPPED_2014-10-29.082844.IMAGE.082844.image.jpg
992,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-0-CROPPED_2014-10-29.131743.IMAGE.131743.image.jpg
993,D,anpr,/home/gopik/github/cnn/data/anpr_chars/D-1-CROPPED_2014-09-26.131236.IMAGE.131236.image.jpg
994,U,anpr,/home/gopik/github/cnn/data/anpr_chars/U-0-CROPPED_2014-10-22.113901.IMAGE.113901.image.jpg
995,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-1-CROPPED_2014-10-25.173144.IMAGE.173144.image.jpg
996,4,anpr,/home/gopik/github/cnn/data/anpr_chars/4-0-CROPPED_2014-11-03.144210.IMAGE.144210.image.jpg
997,E,anpr,/home/gopik/github/cnn/data/anpr_chars/E-1-CROPPED_-2014-12-04.162443.-IMAGE.162443.-image.jpg
998,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-1-CROPPED_2014-10-16.101650.20141016_101604.101650.20141016_101604.jpg
999,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-0-CROPPED_FE94411-2014-11-16.221453.-IMAGE.221453.-image.jpg
1000,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-0-CROPPED_K03GVY-2014-11-16.171214.-IMAGE.171214.-image.jpg
1001,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-1-CROPPED_2014-10-20.125241.IMAGE.125241.image.jpg
1002,V,anpr,/home/gopik/github/cnn/data/anpr_chars/V-1-CROPPED_-2014-12-10.134943.-IMAGE.134943.-image.jpg
1003,E,anpr,/home/gopik/github/cnn/data/anpr_chars/E-0-CROPPED_2014-10-21.133408.IMAGE.133408.image.jpg
1004,8,anpr,/home/gopik/github/cnn/data/anpr_chars/8-1-CROPPED_2014-10-28.123611.IMAGE.123611.image.jpg
1005,1,anpr,/home/gopik/github/cnn/data/anpr_chars/1-2-CROPPED_2014-10-31.125904.20141031_125606.125904.20141031_125606.jpg
1006,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-0-CROPPED_2014-10-03.204931.IMAGE.204931.image.jpg
1007,8,anpr,/home/gopik/github/cnn/data/anpr_chars/8-1-CROPPED_2014-10-01.124607.IMAGE.124607.image.jpg
1008,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-2-CROPPED_2014-10-22.105049.IMAGE.105049.image.jpg
1009,S,anpr,/home/gopik/github/cnn/data/anpr_chars/S-0-CROPPED_2014-09-19.120543.IMAGE.120543.image.jpg
1010,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-0-CROPPED_2014-09-10.231224.2013-10-03.100000.1380790791995.231224.2013-10-03.100000.1380790791995.jpg
1011,U,anpr,/home/gopik/github/cnn/data/anpr_chars/U-0-CROPPED_2014-10-29.131421.IMAGE.131421.image.jpg
1012,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-0-CROPPED_2014-10-29.102716.IMAGE.102716.image.jpg
1013,B,anpr,/home/gopik/github/cnn/data/anpr_chars/B-2-CROPPED_BJ64HWB-2014-11-28.132742.-IMAGE.132742.-image.jpg
1014,O,anpr,/home/gopik/github/cnn/data/anpr_chars/O-1-CROPPED_2014-10-18.112449.IMAGE.112449.image.jpg
1015,2,anpr,/home/gopik/github/cnn/data/anpr_chars/2-1-CROPPED_F4APY-2014-11-16.170634.-IMAGE.170634.-image.jpg
1016,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-2-CROPPED_2014-10-28.123036.IMAGE.123036.image.jpg
1017,B,anpr,/home/gopik/github/cnn/data/anpr_chars/B-2-CROPPED_2014-10-16.131540.IMAGE.131540.image.jpg
1018,W,anpr,/home/gopik/github/cnn/data/anpr_chars/W-0-CROPPED_2014-10-05.153052.IMAGES.153052.images.jpg
1019,V,anpr,/home/gopik/github/cnn/data/anpr_chars/V-0-CROPPED_2014-10-03.204931.IMAGE.204931.image.jpg
1020,U,anpr,/home/gopik/github/cnn/data/anpr_chars/U-1-CROPPED_2014-10-26.163142.IMAGE.163142.image.jpg
1021,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-0-CROPPED_2014-09-30.120449.IMAGE.120449.image.jpg
1022,2,anpr,/home/gopik/github/cnn/data/anpr_chars/2-1-CROPPED_2014-10-08.123155.IMAGE.123155.image.jpg
1023,C,anpr,/home/gopik/github/cnn/data/anpr_chars/C-1-CROPPED_2014-09-21.120158.MEDIA.120158.media.jpg
1024,G,anpr,/home/gopik/github/cnn/data/anpr_chars/G-0-CROPPED_2014-11-02.121613.IMAGE.121613.image.jpg
1025,T,anpr,/home/gopik/github/cnn/data/anpr_chars/T-1-CROPPED_2014-09-20.133845.2013-10-03.093814.IMAGE.133845.2013-10-03.093814.image.jpg
1026,R,anpr,/home/gopik/github/cnn/data/anpr_chars/R-0-CROPPED_-2014-12-09.144721.-IMAGE.144721.-image.jpg
1027,K,anpr,/home/gopik/github/cnn/data/anpr_chars/K-1-CROPPED_2014-09-24.165947.IMAGE.165947.image.jpg
1028,G,anpr,/home/gopik/github/cnn/data/anpr_chars/G-1-CROPPED_2014-10-15.152425.IMAGE.152425.image.jpg
1029,W,anpr,/home/gopik/github/cnn/data/anpr_chars/W-1-CROPPED_2014-10-08.125526.IMAGE.125526.image.jpg
1030,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-0-CROPPED_-2014-11-18.164305.-IMAGE.164305.-image.jpg
1031,L,anpr,/home/gopik/github/cnn/data/anpr_chars/L-2-CROPPED_2014-10-08.144549.IMAGE.144549.image.jpg
1032,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-1-CROPPED_2014-10-25.183138.IMAGE.183138.image.jpg
1033,8,anpr,/home/gopik/github/cnn/data/anpr_chars/8-0-CROPPED_2014-11-03.145249.IMAGE.145249.image.jpg
1034,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-2-CROPPED_2014-10-15.130349.IMAGE.130349.image.jpg
1035,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-0-CROPPED_2014-10-15.103037.IMAGE.103037.image.jpg
1036,K,anpr,/home/gopik/github/cnn/data/anpr_chars/K-2-CROPPED_2014-10-29.184600.IMAGE.184600.image.jpg
1037,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-0-CROPPED_-2014-11-16.221214.-IMAGE.221214.-image.jpg
1038,P,anpr,/home/gopik/github/cnn/data/anpr_chars/P-2-CROPPED_2014-10-16.150935.IMAGE.150935.image.jpg
1039,F,anpr,/home/gopik/github/cnn/data/anpr_chars/F-1-CROPPED_2014-10-08.125526.IMAGE.125526.image.jpg
1040,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-0-CROPPED_2014-10-29.102018.IMAGE.102018.image.jpg
1041,7,anpr,/home/gopik/github/cnn/data/anpr_chars/7-1-CROPPED_2014-10-18.163645.IMAGE.163645.image.jpg
1042,V,anpr,/home/gopik/github/cnn/data/anpr_chars/V-2-CROPPED_2014-10-29.140836.IMAGE.140836.image.jpg
1043,X,anpr,/home/gopik/github/cnn/data/anpr_chars/X-0-CROPPED_2014-10-18.154325.IMAGE.154325.image.jpg
1044,M,anpr,/home/gopik/github/cnn/data/anpr_chars/M-1-CROPPED_2014-09-26.115638.IMAGE.115638.image.jpg
1045,P,anpr,/home/gopik/github/cnn/data/anpr_chars/P-1-CROPPED_2014-10-01.133751.IMAGE.133751.image.jpg
1046,K,anpr,/home/gopik/github/cnn/data/anpr_chars/K-0-CROPPED_2014-09-30.155504.20140930_154915.155504.20140930_154915.jpg
1047,X,anpr,/home/gopik/github/cnn/data/anpr_chars/X-0-CROPPED_FL53GXN-2014-11-23.171423.-IMAGE.171423.-image.jpg
1048,P,anpr,/home/gopik/github/cnn/data/anpr_chars/P-1-CROPPED_2014-10-20.164834.IMAGE.164834.image.jpg
1049,9,anpr,/home/gopik/github/cnn/data/anpr_chars/9-0-CROPPED_2014-09-30.110731.1412068000290.110731.1412068000290.jpg
1050,B,anpr,/home/gopik/github/cnn/data/anpr_chars/B-0-CROPPED_2014-10-25.122818.IMAGE.122818.image.jpg
1051,O,anpr,/home/gopik/github/cnn/data/anpr_chars/O-0-CROPPED_2014-09-24.130544.IMAGE.130544.image.jpg
1052,L,anpr,/home/gopik/github/cnn/data/anpr_chars/L-0-CROPPED_2014-09-18.122545.1411035774709.122545.1411035774709.jpg
1053,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-1-CROPPED_2014-10-18.163645.IMAGE.163645.image.jpg
1054,J,anpr,/home/gopik/github/cnn/data/anpr_chars/J-0-CROPPED_2014-10-06.225502.IMAG1035.225502.IMAG1035.jpg
1055,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-0-CROPPED_J1YPC-2014-12-10.133158.-IMAGE.133158.-image.jpg
1056,Z,anpr,/home/gopik/github/cnn/data/anpr_chars/Z-1-CROPPED_2014-09-23.124146.AUDIS4285.124146.audis4285.jpg
1057,K,anpr,/home/gopik/github/cnn/data/anpr_chars/K-0-CROPPED_2014-09-26.115638.IMAGE.115638.image.jpg
1058,P,anpr,/home/gopik/github/cnn/data/anpr_chars/P-1-CROPPED_2014-09-25.130414.1411642705618.130414.1411642705618.jpg
1059,F,anpr,/home/gopik/github/cnn/data/anpr_chars/F-1-CROPPED_-2014-12-07.124302.-IMAGE.124302.-image.jpg
1060,S,anpr,/home/gopik/github/cnn/data/anpr_chars/S-1-CROPPED_2014-09-24.160316.20140924_140026.160316.20140924_140026.jpg
1061,G,anpr,/home/gopik/github/cnn/data/anpr_chars/G-1-CROPPED_MA57GCK-2014-11-23.140103.-IMAGE.140103.-image.jpg
1062,4,anpr,/home/gopik/github/cnn/data/anpr_chars/4-1-CROPPED_DK04UUE-2014-11-27.151141.-IMAGE.151141.-image.jpg
1063,C,anpr,/home/gopik/github/cnn/data/anpr_chars/C-2-CROPPED_2014-10-08.144549.IMAGE.144549.image.jpg
1064,V,anpr,/home/gopik/github/cnn/data/anpr_chars/V-1-CROPPED_2014-10-27.120605.IMAGE.120605.image.jpg
1065,W,anpr,/home/gopik/github/cnn/data/anpr_chars/W-1-CROPPED_2014-09-30.114424.IMAGE.114424.image.jpg
1066,M,anpr,/home/gopik/github/cnn/data/anpr_chars/M-0-CROPPED_2014-09-16.132730.1410866757832.132730.1410866757832.jpg
1067,F,anpr,/home/gopik/github/cnn/data/anpr_chars/F-0-CROPPED_2014-10-10.115304.IMAGE.115304.image.jpg
1068,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-0-CROPPED_2014-10-25.122818.IMAGE.122818.image.jpg
1069,R,anpr,/home/gopik/github/cnn/data/anpr_chars/R-0-CROPPED_-2014-12-04.162443.-IMAGE.162443.-image.jpg
1070,9,anpr,/home/gopik/github/cnn/data/anpr_chars/9-1-CROPPED_2014-10-25.183246.IMAGE.183246.image.jpg
1071,O,anpr,/home/gopik/github/cnn/data/anpr_chars/O-0-CROPPED_2014-09-24.144818.IMAGE.144818.image.jpg
1072,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-1-CROPPED_2014-09-26.115638.IMAGE.115638.image.jpg
1073,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-0-CROPPED_2014-10-25.154033.IMAGE.154033.image.jpg
1074,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-1-CROPPED_2014-10-25.154033.IMAGE.154033.image.jpg
1075,X,anpr,/home/gopik/github/cnn/data/anpr_chars/X-0-CROPPED_2014-10-28.141122.IMAGE.141122.image.jpg
1076,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-2-CROPPED_2014-10-25.173144.IMAGE.173144.image.jpg
1077,4,anpr,/home/gopik/github/cnn/data/anpr_chars/4-0-CROPPED_2014-10-01.151025.IMAGE.151025.image.jpg
1078,P,anpr,/home/gopik/github/cnn/data/anpr_chars/P-0-CROPPED_2014-09-25.163206.IMAGE.163206.image.jpg
1079,C,anpr,/home/gopik/github/cnn/data/anpr_chars/C-1-CROPPED_-2014-11-30.215513.-IMAGE.215513.-image.jpg
1080,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-1-CROPPED_2014-09-26.131236.IMAGE.131236.image.jpg
1081,T,anpr,/home/gopik/github/cnn/data/anpr_chars/T-0-CROPPED_2014-10-10.104907.IMAGE.104907.image.jpg
1082,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-0-CROPPED_HV58NFE-2014-12-09.142016.-IMAGE.142016.-image.jpg
1083,Z,anpr,/home/gopik/github/cnn/data/anpr_chars/Z-0-CROPPED_2014-10-31.233130.IMAGE.233130.image.jpg
1084,J,anpr,/home/gopik/github/cnn/data/anpr_chars/J-0-CROPPED_2014-10-24.115820.IMAGE.115820.image.jpg
1085,J,anpr,/home/gopik/github/cnn/data/anpr_chars/J-2-CROPPED_2014-10-21.111140.IMAGE.111140.image.jpg
1086,S,anpr,/home/gopik/github/cnn/data/anpr_chars/S-0-CROPPED_DK09SNY-2014-12-02.154802.-IMAGE.154802.-image.jpg
1087,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-0-CROPPED_2014-10-16.102836.IMAGE.102836.image.jpg
1088,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-0-CROPPED_2014-09-26.104249.IMAGE.104249.image.jpg
1089,4,anpr,/home/gopik/github/cnn/data/anpr_chars/4-1-CROPPED_2014-11-03.144210.IMAGE.144210.image.jpg
1090,O,anpr,/home/gopik/github/cnn/data/anpr_chars/O-0-CROPPED_2014-09-16.142651.IMAGE.142651.image.jpg
1091,1,anpr,/home/gopik/github/cnn/data/anpr_chars/1-1-CROPPED_2014-09-18.104226.IMAGE.104226.image.jpg
1092,W,anpr,/home/gopik/github/cnn/data/anpr_chars/W-0-CROPPED_2014-10-01.143116.IMAGE.143116.image.jpg
1093,F,anpr,/home/gopik/github/cnn/data/anpr_chars/F-0-CROPPED_2014-10-18.175413.IMAGE.175413.image.jpg
1094,P,anpr,/home/gopik/github/cnn/data/anpr_chars/P-0-CROPPED_2014-10-20.164834.IMAGE.164834.image.jpg
1095,D,anpr,/home/gopik/github/cnn/data/anpr_chars/D-2-CROPPED_2014-10-18.140933.IMAGE.140933.image.jpg
1096,G,anpr,/home/gopik/github/cnn/data/anpr_chars/G-0-CROPPED_FE94411-2014-11-16.221453.-IMAGE.221453.-image.jpg
1097,D,anpr,/home/gopik/github/cnn/data/anpr_chars/D-1-CROPPED_2014-10-09.113135.IMAGE.113135.image.jpg
1098,S,anpr,/home/gopik/github/cnn/data/anpr_chars/S-1-CROPPED_2014-10-29.184600.IMAGE.184600.image.jpg
1099,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-1-CROPPED_2014-10-25.154033.IMAGE.154033.image.jpg
1100,G,anpr,/home/gopik/github/cnn/data/anpr_chars/G-1-CROPPED_2014-11-03.135533.IMAGE.135533.image.jpg
1101,X,anpr,/home/gopik/github/cnn/data/anpr_chars/X-2-CROPPED_2014-10-16.150935.IMAGE.150935.image.jpg
1102,M,anpr,/home/gopik/github/cnn/data/anpr_chars/M-1-CROPPED_2014-09-18.124958.IMAGE.124958.image.jpg
1103,2,anpr,/home/gopik/github/cnn/data/anpr_chars/2-0-CROPPED_2014-10-18.112449.IMAGE.112449.image.jpg
1104,B,anpr,/home/gopik/github/cnn/data/anpr_chars/B-1-CROPPED_2014-09-30.155504.20140930_154915.155504.20140930_154915.jpg
1105,Z,anpr,/home/gopik/github/cnn/data/anpr_chars/Z-0-CROPPED_DV60ZYT-2014-11-23.171030.-IMAGE.171030.-image.jpg
1106,X,anpr,/home/gopik/github/cnn/data/anpr_chars/X-0-CROPPED_2014-10-14.101613.IMAGE.101613.image.jpg
1107,9,anpr,/home/gopik/github/cnn/data/anpr_chars/9-0-CROPPED_2014-09-15.112734.1410773174442.112734.1410773174442.jpg
1108,J,anpr,/home/gopik/github/cnn/data/anpr_chars/J-1-CROPPED_-2014-11-05.105548.-IMAGE.105548.-image.jpg
1109,R,anpr,/home/gopik/github/cnn/data/anpr_chars/R-1-CROPPED_2014-09-30.104307.IMAGE.104307.image.jpg
1110,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-2-CROPPED_2014-10-01.112953.1412159334812.112953.1412159334812.jpg
1111,4,anpr,/home/gopik/github/cnn/data/anpr_chars/4-1-CROPPED_2014-09-23.124146.AUDIS4285.124146.audis4285.jpg
1112,R,anpr,/home/gopik/github/cnn/data/anpr_chars/R-0-CROPPED_2014-10-07.212200.IMAGES.212200.images.jpg
1113,L,anpr,/home/gopik/github/cnn/data/anpr_chars/L-2-CROPPED_-2014-11-18.164305.-IMAGE.164305.-image.jpg
1114,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-0-CROPPED_2014-10-25.183246.IMAGE.183246.image.jpg
1115,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-2-CROPPED_2014-10-18.154325.IMAGE.154325.image.jpg
1116,P,anpr,/home/gopik/github/cnn/data/anpr_chars/P-1-CROPPED_2014-09-22.131906.IMAGE.131906.image.jpg
1117,C,anpr,/home/gopik/github/cnn/data/anpr_chars/C-0-CROPPED_2014-10-25.155040.IMAGE.155040.image.jpg
1118,Z,anpr,/home/gopik/github/cnn/data/anpr_chars/Z-2-CROPPED_2014-09-30.155504.20140930_154915.155504.20140930_154915.jpg
1119,Z,anpr,/home/gopik/github/cnn/data/anpr_chars/Z-2-CROPPED_2014-10-21.140229.IMAGE.140229.image.jpg
1120,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-2-CROPPED_2014-09-24.165947.IMAGE.165947.image.jpg
1121,4,anpr,/home/gopik/github/cnn/data/anpr_chars/4-0-CROPPED_2014-10-14.092451.IMAGE.092451.image.jpg
1122,9,anpr,/home/gopik/github/cnn/data/anpr_chars/9-0-CROPPED_2014-10-22.105049.IMAGE.105049.image.jpg
1123,F,anpr,/home/gopik/github/cnn/data/anpr_chars/F-1-CROPPED_2014-10-19.170949.IMAGE.170949.image.jpg
1124,E,anpr,/home/gopik/github/cnn/data/anpr_chars/E-1-CROPPED_FA06AEZ-2014-11-22.162309.-IMAGE.162309.-image.jpg
1125,C,anpr,/home/gopik/github/cnn/data/anpr_chars/C-2-CROPPED_-2014-11-05.094120.-IMAGE.094120.-image.jpg
1126,3,anpr,/home/gopik/github/cnn/data/anpr_chars/3-0-CROPPED_2014-09-16.164709.IMAGE.164709.image.jpg
1127,J,anpr,/home/gopik/github/cnn/data/anpr_chars/J-0-CROPPED_2014-10-16.103607.IMAGE.103607.image.jpg
1128,W,anpr,/home/gopik/github/cnn/data/anpr_chars/W-0-CROPPED_2014-10-27.145827.IMAGE.145827.image.jpg
1129,D,anpr,/home/gopik/github/cnn/data/anpr_chars/D-0-CROPPED_2014-10-23.133448.IMAGE.133448.image.jpg
1130,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-0-CROPPED_2014-10-10.104907.IMAGE.104907.image.jpg
1131,U,anpr,/home/gopik/github/cnn/data/anpr_chars/U-0-CROPPED_FL02UBB-2014-12-09.160807.-IMAGE.160807.-image.jpg
1132,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-0-CROPPED_2014-09-16.142651.IMAGE.142651.image.jpg
1133,U,anpr,/home/gopik/github/cnn/data/anpr_chars/U-2-CROPPED_-2014-12-10.134943.-IMAGE.134943.-image.jpg
1134,F,anpr,/home/gopik/github/cnn/data/anpr_chars/F-1-CROPPED_2014-10-16.131540.IMAGE.131540.image.jpg
1135,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-0-CROPPED_2014-10-18.154325.IMAGE.154325.image.jpg
1136,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-0-CROPPED_2014-10-23.101755.IMG-20141023-WA0011.101755.IMG-20141023-WA0011.jpg
1137,V,anpr,/home/gopik/github/cnn/data/anpr_chars/V-2-CROPPED_2014-10-18.163525.IMAGE.163525.image.jpg
1138,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-0-CROPPED_2014-09-26.105435.IMAGE.105435.image.jpg
1139,V,anpr,/home/gopik/github/cnn/data/anpr_chars/V-2-CROPPED_2014-09-23.131913.IMAGE.131913.image.jpg
1140,4,anpr,/home/gopik/github/cnn/data/anpr_chars/4-1-CROPPED_DV54FVB-2014-11-13.153146.-IMAGE.153146.-image.jpg
1141,J,anpr,/home/gopik/github/cnn/data/anpr_chars/J-2-CROPPED_2014-10-01.112953.1412159334812.112953.1412159334812.jpg
1142,K,anpr,/home/gopik/github/cnn/data/anpr_chars/K-1-CROPPED_2014-10-16.101650.20141016_101604.101650.20141016_101604.jpg
1143,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-0-CROPPED_2014-10-19.170949.IMAGE.170949.image.jpg
1144,G,anpr,/home/gopik/github/cnn/data/anpr_chars/G-2-CROPPED_BG60KWO-2014-11-07.125348.-IMAGE.125348.-image.jpg
1145,G,anpr,/home/gopik/github/cnn/data/anpr_chars/G-1-CROPPED_LS03GWW-2014-11-28.153235.-IMAGE.153235.-image.jpg
1146,B,anpr,/home/gopik/github/cnn/data/anpr_chars/B-1-CROPPED_HK07BUH-2014-12-05.143606.-IMAGE.143606.-image.jpg
1147,R,anpr,/home/gopik/github/cnn/data/anpr_chars/R-2-CROPPED_2014-10-29.184600.IMAGE.184600.image.jpg
1148,D,anpr,/home/gopik/github/cnn/data/anpr_chars/D-1-CROPPED_2014-09-26.152321.IMAGE.152321.image.jpg
1149,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-1-CROPPED_2014-09-28.143015.20140928_141541.143015.20140928_141541.jpg
1150,D,anpr,/home/gopik/github/cnn/data/anpr_chars/D-0-CROPPED_2014-09-26.121813.IMAGE.121813.image.jpg
1151,F,anpr,/home/gopik/github/cnn/data/anpr_chars/F-2-CROPPED_2014-09-26.121813.IMAGE.121813.image.jpg
1152,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-1-CROPPED_2014-10-29.102018.IMAGE.102018.image.jpg
1153,2,anpr,/home/gopik/github/cnn/data/anpr_chars/2-0-CROPPED_2014-09-20.133845.2013-10-03.093814.IMAGE.133845.2013-10-03.093814.image.jpg
1154,Z,anpr,/home/gopik/github/cnn/data/anpr_chars/Z-2-CROPPED_FA06AEZ-2014-11-22.162309.-IMAGE.162309.-image.jpg
1155,2,anpr,/home/gopik/github/cnn/data/anpr_chars/2-1-CROPPED_2014-09-15.114959.IMAGE.114959.image.jpg
1156,3,anpr,/home/gopik/github/cnn/data/anpr_chars/3-0-CROPPED_2014-10-19.151344.IMAGE.151344.image.jpg
1157,F,anpr,/home/gopik/github/cnn/data/anpr_chars/F-0-CROPPED_2014-10-28.215139.IMAGE.215139.image.jpg
1158,M,anpr,/home/gopik/github/cnn/data/anpr_chars/M-1-CROPPED_MA64YJN-2014-11-20.145715.-IMAGE.145715.-image.jpg
1159,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-1-CROPPED_2014-09-24.130544.IMAGE.130544.image.jpg
1160,V,anpr,/home/gopik/github/cnn/data/anpr_chars/V-2-CROPPED_-2014-12-10.134943.-IMAGE.134943.-image.jpg
1161,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-0-CROPPED_2014-09-25.200727.20140925_200428-1.200727.20140925_200428-1.jpg
1162,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-0-CROPPED_HK03GVY-2014-11-16.171332.-IMAGE.171332.-image.jpg
1163,4,anpr,/home/gopik/github/cnn/data/anpr_chars/4-1-CROPPED_2014-09-30.114424.IMAGE.114424.image.jpg
1164,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-2-CROPPED_-2014-11-18.164305.-IMAGE.164305.-image.jpg
1165,T,anpr,/home/gopik/github/cnn/data/anpr_chars/T-1-CROPPED_2014-10-27.135745.IMAGE.135745.image.jpg
1166,U,anpr,/home/gopik/github/cnn/data/anpr_chars/U-1-CROPPED_2014-09-25.163206.IMAGE.163206.image.jpg
1167,S,anpr,/home/gopik/github/cnn/data/anpr_chars/S-1-CROPPED_YS63NYZ-2014-11-20.144605.-IMAGE.144605.-image.jpg
1168,6,anpr,/home/gopik/github/cnn/data/anpr_chars/6-0-CROPPED_BL60LVO-2014-11-16.165210.-IMAGE.165210.-image.jpg
1169,6,anpr,/home/gopik/github/cnn/data/anpr_chars/6-1-CROPPED_2014-10-01.161748.IMAGE.161748.image.jpg
1170,P,anpr,/home/gopik/github/cnn/data/anpr_chars/P-1-CROPPED_2014-09-25.151644.IMAGE.151644.image.jpg
1171,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-2-CROPPED_2014-10-29.131743.IMAGE.131743.image.jpg
1172,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-2-CROPPED_2014-10-18.140933.IMAGE.140933.image.jpg
1173,K,anpr,/home/gopik/github/cnn/data/anpr_chars/K-0-CROPPED_2014-10-06.230300.IMAGE.230300.image.jpg
1174,C,anpr,/home/gopik/github/cnn/data/anpr_chars/C-2-CROPPED_2014-09-30.131142.IMAGE.131142.image.jpg
1175,M,anpr,/home/gopik/github/cnn/data/anpr_chars/M-0-CROPPED_2014-09-25.200727.20140925_200428-1.200727.20140925_200428-1.jpg
1176,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-2-CROPPED_-2014-11-05.110235.-IMAGE.110235.-image.jpg
1177,K,anpr,/home/gopik/github/cnn/data/anpr_chars/K-0-CROPPED_2014-10-28.131032.IMAGE.131032.image.jpg
1178,9,anpr,/home/gopik/github/cnn/data/anpr_chars/9-0-CROPPED_2014-09-30.104307.IMAGE.104307.image.jpg
1179,F,anpr,/home/gopik/github/cnn/data/anpr_chars/F-0-CROPPED_2014-09-23.165551.20140923_152622.165551.20140923_152622.jpg
1180,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-2-CROPPED_2014-09-23.153942.IMAGE.153942.image.jpg
1181,J,anpr,/home/gopik/github/cnn/data/anpr_chars/J-1-CROPPED_2014-10-01.151025.IMAGE.151025.image.jpg
1182,3,anpr,/home/gopik/github/cnn/data/anpr_chars/3-0-CROPPED_2014-09-17.103606.IMAGE.103606.image.jpg
1183,T,anpr,/home/gopik/github/cnn/data/anpr_chars/T-1-CROPPED_2014-10-08.054743.IMAGE.054743.image.jpg
